Time(s),Ax(m/s²),Ay(m/s²),Az(m/s²),Wx(rad/s),Wy(rad/s),Wz(rad/s),X(m),Y(m),Z(m)
1.81,0.24762774743726745,0.12148705286329164,9.8,0.02066368966691309,0.0016556464130421044,0.015,0.14645530345774593,0.0735658222084939,16.31993999999997
1.82,0.2487581475276955,0.12204352210283576,9.8,0.020734737699000444,0.001663986595842647,0.015,0.14883760606351568,0.0747497462453987,16.49927999999997
1.83,0.24988517830231055,0.12259887951609771,9.8,0.020805534233102926,0.0016723184426290904,0.015,0.15124489718711567,0.07594593017025508,16.67959999999997
1.84,0.2510088346069963,0.12315312732450785,9.8,0.020876081043462294,0.0016806419617332825,0.015,0.15367728919417636,0.07715442940784394,16.86089999999997
1.85,0.2521291114395702,0.12370626774505813,9.8,0.020946379885611183,0.0016889571614787436,0.015,0.15613489411238102,0.0783752992722073,17.043179999999968
1.86,0.25324600394918667,0.12425830299031104,9.8,0.021016432496635224,0.0016972640501806736,0.015,0.15861782363098056,0.07960859496686969,17.226439999999965
1.87,0.2543595074357307,0.12480923526840826,9.8,0.021086240595430596,0.0017055626361459609,0.015,0.1611261891003237,0.0808543715850589,17.410679999999967
1.8800000000000001,0.25546961734920054,0.1253590667830796,9.8,0.021155805882957093,0.001713852927673194,0.015,0.16366010153140179,0.08211268410992643,17.595899999999965
1.8900000000000001,0.25657632928908064,0.12590779973365193,9.8,0.021225130042486814,0.0017221349330526637,0.015,0.16621967159540874,0.08338358741476734,17.782099999999964
1.9000000000000001,0.2576796390037049,0.12645543631505768,9.8,0.02129421473984857,0.001730408660566377,0.015,0.16880500962331607,0.08466713626323974,17.969279999999962
1.9100000000000001,0.2587795423896097,0.127001978717844,9.8,0.021363061623668026,0.0017386741184880618,0.015,0.17141622560546235,0.08596338530958393,18.157439999999962
1.92,0.2598760354908782,0.12754742912818115,9.8,0.021431672325603807,0.0017469313150831767,0.015,0.17405342919115774,0.08727238909884093,18.346579999999964
1.93,0.2609691144984746,0.12809178972787158,9.8,0.021500048460579516,0.0017551802586089182,0.015,0.17671672968830296,0.08859420206707073,18.536699999999964
1.94,0.26205877574956926,0.1286350626943584,9.8,0.021568191627011808,0.0017634209573142313,0.015,0.17940623606302317,0.08992887854156996,18.727799999999963
1.95,0.2631450157268554,0.12917725020073414,9.8,0.02163610340703457,0.001771653419439816,0.015,0.18212205693931605,0.09127647274108926,18.91987999999996
1.96,0.2642278310578562,0.1297183544157496,9.8,0.02170378536671938,0.001779877653218135,0.015,0.1848643005987147,0.09263703877605015,19.11293999999996
1.97,0.26530721851422373,0.13025837750382233,9.8,0.021771239056292163,0.0017880936668734203,0.015,0.1876330749799648,0.0940106306487614,19.30697999999996
1.98,0.2663831750110292,0.13079732162504545,9.8,0.02183846601034626,0.0017963014686216893,0.015,0.19042848767871598,0.09539730225363517,19.50199999999996
1.99,0.2674556976060448,0.1313351889351961,9.8,0.021905467748051903,0.001804501066670744,0.015,0.19325064594722777,0.09679710737740246,19.697999999999958
2.0,0.2685247834990176,0.13187198158574429,9.8,0.021972245773362195,0.0018126924692201819,0.015,0.19609965669408944,0.09821009969932831,19.894979999999958
2.0100000000000002,0.2695904300309352,0.13240770172386132,9.8,0.02203880157521569,0.001820875684461406,0.015,0.19897562648395423,0.09963633279142656,20.09293999999996
2.02,0.2706526346832835,0.13294235149242845,9.8,0.022105136627735566,0.001829050720577634,0.015,0.20187866153728734,0.10107586011867405,20.29187999999996
2.0300000000000002,0.2717113950772974,0.1334759330300455,9.8,0.02217125239042556,0.001837217585743901,0.015,0.2048088677301282,0.10252873503922454,20.49179999999996
2.04,0.27276670897320304,0.13400844847103924,9.8,0.022237150308362607,0.0018453762881270731,0.015,0.20776635059386636,0.10399501080462215,20.69269999999996
2.05,0.2738185742694538,0.13453989994547225,9.8,0.022302831812386407,0.0018535268358858548,0.015,0.21075121531503146,0.10547474056001428,20.89457999999996
2.06,0.27486698900195794,0.13507028957915113,9.8,0.022368298319285787,0.0018616692371707932,0.015,0.21376356673509678,0.10696797734436436,21.09743999999996
2.07,0.27591195134330043,0.135599619493635,9.8,0.022433551231982114,0.0018698035001242896,0.015,0.2168035093502964,0.10847477409066376,21.30127999999996
2.08,0.2769534596019573,0.13612789180624438,9.8,0.022498591939709663,0.0018779296328806105,0.015,0.21987114731145624,0.10999518362614381,21.50609999999996
2.09,0.27799151222150287,0.13665510863006913,9.8,0.022563421818193083,0.0018860476435658858,0.015,0.22296658442383824,0.11152925867248686,21.71189999999996
2.1,0.2790261077798122,0.13718127207397732,9.8,0.022628042229822013,0.0018941575402981292,0.015,0.22608992414699822,0.11307705184603732,21.91867999999996
2.11,0.2800572449882547,0.1377063842426233,9.8,0.022692454523822857,0.0019022593311872373,0.015,0.229241269594657,0.11463861565801203,22.126439999999956
2.12,0.2810849226908842,0.13823044723645658,9.8,0.022756660036427824,0.001910353024335002,0.015,0.23242072353458487,0.1162140025147104,22.335179999999955
2.13,0.28210913986362074,0.13875346315172976,9.8,0.022820660091041237,0.0019184386278351163,0.015,0.2356283883884991,0.11780326471772393,22.544899999999952
2.14,0.2831298956134283,0.13927543408050722,9.8,0.02288445599840324,0.0019265161497731853,0.015,0.23886436623197468,0.11940645446414552,22.755599999999955
2.15,0.2841471891774854,0.1397963621106734,9.8,0.022948049056750835,0.0019345855982267313,0.015,0.24212875879436802,0.12102362384677816,22.967279999999956
2.16,0.2851610199223515,0.14031624932594108,9.8,0.023011440551976414,0.0019426469812652038,0.015,0.24542166745875357,0.12265482485434341,23.179939999999956
2.17,0.2861713873431268,0.14083509780585976,9.8,0.023074631757783785,0.001950700306949985,0.015,0.24874319326187344,0.12430010937168924,23.393579999999957
2.18,0.2871782910626082,0.14135290962582414,9.8,0.023137623935841713,0.001958745583334404,0.015,0.2520934368940996,0.12595952917999764,23.608199999999957
2.19,0.2881817308304386,0.14186968685708218,9.8,0.023200418335935065,0.001966782818463735,0.015,0.2554724986994088,0.12763313595699174,23.823799999999956
2.2,0.2891817065222529,0.1423854315667435,9.8,0.02326301619611362,0.0019748120203752152,0.015,0.2588804786753702,0.12932098127714256,24.040379999999956
2.21,0.29017821813881794,0.1429001458177875,9.8,0.02332541874283849,0.0019828331970980473,0.015,0.2623174764731455,0.13102311661187513,24.257939999999955
2.22,0.2911712658051694,0.14341383166907207,9.8,0.023387627191126338,0.0019908463566534083,0.015,0.2657835913975013,0.1327395933297746,24.476479999999952
2.23,0.2921608497697422,0.14392649117534115,9.8,0.0234496427446913,0.001998851507054459,0.015,0.2692789224068341,0.13447046269679164,24.695999999999948
2.24,0.2931469704034991,0.14443812638723355,9.8,0.023511466596084763,0.0020068486563063494,0.015,0.2728035681132072,0.13621577587644737,24.916499999999953
2.25,0.29412962819905264,0.14494873935129068,9.8,0.023573099926832923,0.0020148378124062293,0.015,0.2763576267824002,0.13797558393003825,25.137979999999953
2.2600000000000002,0.2951088237697857,0.14545833210996523,9.8,0.023634543907572327,0.0020228189833432575,0.015,0.2799411963339703,0.1397499378168401,25.360439999999954
2.27,0.296084557848966,0.14596690670162876,9.8,0.023695799698183244,0.0020307921770986036,0.015,0.2835543743413252,0.14153888839431214,25.583879999999954
2.2800000000000002,0.2970568312888584,0.1464744651605804,9.8,0.023756868447921048,0.0020387574016454634,0.015,0.28719725803180896,0.14334248641830022,25.808299999999953
2.29,0.29802564505983303,0.14698100951705464,9.8,0.02381775129554561,0.002046714664949061,0.015,0.29086994428679874,0.14516078254324,26.033699999999953
2.3000000000000003,0.2989910002494706,0.14748654179722961,9.8,0.02387844936944869,0.0020546639749666608,0.015,0.29457252964181346,0.14699382732235952,26.260079999999952
2.31,0.2999528980616638,0.1479910640232351,9.8,0.023938963787779433,0.002062605339647573,0.015,0.29830511028663437,0.14884167120788136,26.487439999999953
2.32,0.3009113398157162,0.14849457821316064,9.8,0.02399929565856794,0.002070538766933163,0.015,0.3020677820654369,0.15070436455122452,26.71577999999995
2.33,0.30186632694543813,0.14899708638106374,9.8,0.02405944607984705,0.0020784642647568596,0.015,0.3058606404769339,0.15258195760320578,26.945099999999947
2.34,0.3028178609982396,0.14949859053697764,9.8,0.02411941613977218,0.0020863818410441614,0.015,0.30968378067453073,0.15447450051424072,27.17539999999995
2.35,0.3037659436342208,0.1499990926869197,9.8,0.024179206916739502,0.0020942915037126444,0.015,0.31353729746649095,0.1563820433345444,27.40667999999995
2.36,0.3047105766252602,0.15049859483289915,9.8,0.024238819479502256,0.0021021932606719728,0.015,0.31742128531611374,0.1583046360143313,27.638939999999952
2.37,0.30565176185409965,0.15099709897292535,9.8,0.02429825488728541,0.0021100871198239035,0.015,0.32133583834192186,0.16024232840401553,27.872179999999954
2.38,0.30658950131342844,0.1514946071010153,9.8,0.024357514189898545,0.002117973089062296,0.015,0.3252810503178614,0.16219517025440985,28.106399999999955
2.39,0.3075237971049642,0.15199112120720246,9.8,0.024416598427847182,0.0021258511762731213,0.015,0.3292570146735115,0.1641632112169249,28.341599999999953
2.4,0.3084546514385325,0.1524866432775437,9.8,0.024475508632442314,0.002133721389334465,0.015,0.3332638244943053,0.16614650084376772,28.577779999999954
2.41,0.3093820666311443,0.15298117529412802,9.8,0.024534245825908508,0.0021415837361165447,0.015,0.33730157252176235,0.16814508858813995,28.81493999999995
2.42,0.31030604510607224,0.15347471923508416,9.8,0.024592811021490277,0.0021494382244817045,0.015,0.34137035115373,0.17015902380443568,29.05307999999995
2.43,0.31122658939192466,0.15396727707458854,9.8,0.02465120522355697,0.0021572848622844355,0.015,0.34547025244463675,0.17218835574843888,29.292199999999948
2.44,0.3121437021217191,0.15445885078287316,9.8,0.02470942942770614,0.002165123657371375,0.015,0.3496013681057557,0.17423313357752032,29.53229999999995
2.45,0.3130573860319536,0.15494944232623362,9.8,0.02476748462086537,0.0021729546175813185,0.015,0.3537637895054779,0.1762934063508344,29.773379999999953
2.46,0.3139676439616779,0.15543905366703653,9.8,0.024825371781392658,0.0021807777507452278,0.015,0.3579576076695962,0.17836922302951522,30.015439999999955
2.47,0.3148744788515628,0.1559276867637281,9.8,0.02488309187917536,0.0021885930646862364,0.015,0.36218291328159974,0.1804606324768724,30.258479999999956
2.48,0.3157778937429688,0.15641534357084128,9.8,0.024940645875727658,0.0021964005672196574,0.015,0.3664397966829775,0.18256768345858668,30.502499999999955
2.49,0.31667789177701444,0.15690202603900394,9.8,0.024998034724286716,0.002204200266152996,0.015,0.3707283478735329,0.18469042464290483,30.747499999999956
2.5,0.31757447619364365,0.15738773611494664,9.8,0.02505525936990736,0.0022119921692859514,0.015,0.3750486565117078,0.18682890460083446,30.993479999999956
2.5100000000000002,0.3184676503306925,0.15787247574151034,9.8,0.02511232074955549,0.0022197762844104276,0.015,0.3794008119149157,0.18898317180633825,31.240439999999953
2.52,0.3193574176229559,0.15835624685765415,9.8,0.025169219792200114,0.002227552619310539,0.015,0.38378490305988594,0.19115327463652784,31.488379999999953
2.5300000000000002,0.3202437816012536,0.1588390513984632,9.8,0.02522595741890411,0.0022353211817626216,0.015,0.38820101858301626,0.19333926137185725,31.73729999999995
2.54,0.32112674589149676,0.15932089129515625,9.8,0.02528253454291366,0.00224308197953524,0.015,0.39264924678073576,0.19554118019631617,31.98719999999995
2.5500000000000003,0.3220063142137535,0.15980176847509364,9.8,0.02533895206974649,0.0022508350203891913,0.015,0.39712967560987666,0.19775907919762262,32.238079999999954
2.56,0.3228824903813155,0.16028168486178465,9.8,0.02539521089727878,0.0022585803120775162,0.015,0.4016423926880557,0.19999300636741524,32.489939999999955
2.57,0.32375527829976414,0.16076064237489548,9.8,0.025451311915830954,0.0022663178623455096,0.015,0.4061874852940646,0.20224300960144537,32.74277999999996
2.58,0.32462468196603744,0.1612386429302568,9.8,0.02550725600825218,0.0022740476789307198,0.015,0.41076504036827016,0.2045091366997685,32.99659999999996
2.59,0.3254907054674967,0.16171568843987152,9.8,0.02556304405000375,0.0022817697695629658,0.015,0.4153751445130225,0.20679143536693562,33.25139999999996
2.6,0.326353352980995,0.16219178081192226,9.8,0.025618676909241286,0.0022894841419643375,0.015,0.42001788399307294,0.20908995321218396,33.507179999999956
2.61,0.3272126287719444,0.16266692195077923,9.8,0.025674155446895792,0.0022971908038492083,0.015,0.42469334473600057,0.21140473774962737,33.763939999999955
2.62,0.32806853719338624,0.1631411137570075,9.8,0.025729480516753594,0.0023048897629242416,0.015,0.42940161233264756,0.21373583639844648,34.021679999999954
2.63,0.32892108268505993,0.163614358127375,9.8,0.025784652965535188,0.0023125810268883975,0.015,0.434142772037563,0.2160832964830783,34.28039999999996
2.64,0.3297702697724748,0.16408665695485986,9.8,0.025839673632972987,0.002320264603432939,0.015,0.43891690876945566,0.21844716523340563,34.54009999999996
2.65,0.33061610306598127,0.16455801212865795,9.8,0.025894543351888004,0.0023279405002414435,0.015,0.443724107111655,0.22082748978494582,34.80077999999996
2.66,0.3314585872598446,0.16502842553419064,9.8,0.025949262948265498,0.0023356087249898085,0.015,0.44856445131258027,0.22322431717903943,35.06243999999996
2.67,0.33229772713131883,0.16549789905311216,9.8,0.02600383324132958,0.002343269285346261,0.015,0.45343802528621874,0.22563769436303832,35.325079999999964
2.68,0.33313352753972303,0.16596643456331728,9.8,0.026058255043616793,0.0023509221889713608,0.015,0.4583449126126111,0.2280676681904936,35.58869999999996
2.69,0.3339659934255179,0.1664340339389485,9.8,0.026112529161048715,0.0023585674435180103,0.015,0.4632851965383461,0.23051428542134272,35.85329999999996
2.7,0.3347951298093854,0.16690069905040417,9.8,0.026166656393003578,0.0023662050566314687,0.015,0.46825895997706196,0.2329775927220969,36.11887999999996
2.71,0.3356209417913083,0.16736643176434518,9.8,0.026220637532386876,0.0023738350359493467,0.015,0.47326628550995703,0.23545763666602748,36.38543999999996
2.72,0.3364434345496532,0.16783123394370306,9.8,0.026274473365701104,0.0023814573891016246,0.015,0.47830725538630703,0.2379544637333525,36.652979999999964
2.73,0.3372626133402539,0.1682951074476872,9.8,0.026328164673114482,0.002389072123710657,0.015,0.48338195152399105,0.24046812031142226,36.92149999999996
2.74,0.3380784834954982,0.16875805413179218,9.8,0.026381712228528812,0.0023966792473911792,0.015,0.48849045551002457,0.24299865269490517,37.19099999999997
2.75,0.3388910504234147,0.16922007584780535,9.8,0.02643511679964639,0.0024042787677503153,0.015,0.4936328486011004,0.24554610708597288,37.461479999999966
2.7600000000000002,0.33970031960676444,0.16968117444381423,9.8,0.026488379148036065,0.0024118706923875865,0.015,0.498809211724137,0.24811052959448496,37.73293999999997
2.77,0.3405062966021317,0.17014135176421374,9.8,0.026541500029198386,0.002419455028894917,0.015,0.5040196254768339,0.25069196623817347,38.00537999999997
2.7800000000000002,0.3413089870390198,0.17060060964971388,9.8,0.02659448019262993,0.0024270317848566446,0.015,0.5092641701282346,0.253290462942827,38.27879999999997
2.79,0.34210839661894715,0.17105894993734672,9.8,0.026647320381886698,0.002434600967849526,0.015,0.514542925619297,0.2559060655424742,38.55319999999997
2.8000000000000003,0.3429045311145473,0.17151637446047407,9.8,0.026700021334646804,0.0024421625854427454,0.015,0.5198559715634711,0.25853881977956744,38.828579999999974
2.81,0.34369739636867036,0.17197288504879463,9.8,0.026752583782772194,0.00244971664519792,0.015,0.5252033872472821,0.2611887713051656,39.10493999999997
2.82,0.34448699829348806,0.1724284835283513,9.8,0.026805008452369675,0.0024572631546691103,0.015,0.5305852516309224,0.2638559656791166,39.38227999999997
2.83,0.3452733428696003,0.17288317172153872,9.8,0.026857296063851094,0.002464802121402828,0.015,0.5360016433488496,0.26654044837023977,39.66059999999997
2.84,0.34605643614514564,0.17333695144711014,9.8,0.02690944733199271,0.0024723335529380375,0.015,0.5414526407103913,0.2692422647565076,39.93989999999997
2.85,0.3468362842349138,0.17378982452018518,9.8,0.026961462965993856,0.002479857456806174,0.015,0.5469383217003565,0.2719614601252275,40.22017999999997
2.86,0.34761289331946155,0.17424179275225665,9.8,0.027013343669534787,0.0024873738405311397,0.015,0.5524587639796537,0.2746980796732226,40.501439999999974
2.87,0.34838626964423114,0.17469285795119815,9.8,0.027065090140833806,0.0024948827116293205,0.015,0.5580140448859153,0.2774521685070128,40.783679999999976
2.88,0.3491564195186722,0.17514302192127104,9.8,0.02711670307270364,0.0025023840776095875,0.015,0.5636042414341288,0.2802237716429951,41.066899999999976
2.89,0.3499233493153666,0.17559228646313182,9.8,0.0271681831526071,0.002509877945973307,0.015,0.5692294303172738,0.2830129340076238,41.35109999999998
2.9,0.35068706546915623,0.1760406533738392,9.8,0.027219531062712014,0.0025173643242143474,0.015,0.5748896879069657,0.2858197004375898,41.63627999999998
2.91,0.35144757447627456,0.17648812444686152,9.8,0.02727074747994549,0.0025248432198190906,0.015,0.5805850902541052,0.28864411568000053,41.92243999999998
2.92,0.352204882893481,0.1769347014720835,9.8,0.027321833076047422,0.0025323146402664288,0.015,0.5863157130895341,0.2914862243925585,42.20957999999998
2.93,0.35295899733719893,0.1773803862358141,9.8,0.027372788517623398,0.002539778593027786,0.015,0.5920816318246968,0.29434607114374,42.49769999999998
2.94,0.35370992448265715,0.1778251805207927,9.8,0.02742361446619685,0.0025472350855671134,0.015,0.5978829215523076,0.2972237004129736,42.78679999999998
2.95,0.3544576710630347,0.1782690861061972,9.8,0.027474311578260614,0.002554684125340907,0.015,0.6037196570470248,0.30011915659081784,43.076879999999974
2.96,0.3552022438686095,0.17871210476765045,9.8,0.027524880505327785,0.002562125719798204,0.015,0.6095919127661289,0.3030324839791388,43.36793999999997
2.97,0.35594364974591,0.17915423827722776,9.8,0.027575321893981986,0.0025695598763806017,0.015,0.6154997628502075,0.30596372679128747,43.65997999999997
2.98,0.3566818955968715,0.17959548840346373,9.8,0.027625636385926928,0.0025769866025222568,0.015,0.6214432811238458,0.3089129291522765,43.95299999999997
2.99,0.3574169883779954,0.18003585691135943,9.8,0.027675824618035444,0.002584405905649896,0.015,0.6274225410963219,0.3118801350989567,44.24699999999997
3.0,0.3581489350995122,0.18047534556238945,9.8,0.027725887222397813,0.0025918177931828212,0.015,0.633437615962308,0.31486538858019314,44.541979999999974
3.0100000000000002,0.35887774282454915,0.18091395611450906,9.8,0.027775824826369557,0.002599222272532924,0.015,0.6394885786025766,0.317868733457041,44.83793999999998
3.02,0.3596034186683009,0.181351690322161,9.8,0.02782563805261859,0.002606619351104682,0.015,0.6455755015847119,0.3208902135029211,45.13487999999999
3.0300000000000002,0.36032596979720455,0.18178854993628268,9.8,0.027875327519171832,0.0026140090362951752,0.015,0.651698457163827,0.3239298724037948,45.432799999999986
3.04,0.3610454034281186,0.18222453670431316,9.8,0.027924893839461173,0.002621391335494089,0.015,0.6578575172832848,0.3269877537583389,45.73169999999999
3.0500000000000003,0.36176172682750596,0.18265965237020013,9.8,0.02797433762236896,0.0026287662560837235,0.015,0.6640527535754254,0.3300639010781201,46.03158
3.06,0.36247494731062097,0.18309389867440676,9.8,0.028023659472272828,0.0026361338054389995,0.015,0.6702842373622971,0.33315835778776876,46.33244
3.0700000000000003,0.3631850722407008,0.18352727735391886,9.8,0.028072859989090072,0.002643493990927467,0.015,0.6765520396563929,0.33627116722515277,46.63428
3.08,0.3638921090281604,0.1839597901422518,9.8,0.02812193976832141,0.002650846819909313,0.015,0.6828562311613915,0.33940237264155104,46.9371
3.09,0.36459606512979265,0.18439143876945718,9.8,0.02817089940109421,0.0026581922997373666,0.015,0.6891968822729031,0.3425520172018262,47.2409
3.1,0.36529694804797186,0.18482222496213022,9.8,0.02821973947420524,0.0026655304377571076,0.015,0.6955740630792194,0.34572014398459755,47.545680000000004
3.11,0.3659947653298621,0.1852521504434162,9.8,0.02826846057016286,0.0026728612413066755,0.015,0.7019878433620688,0.34890679598241325,47.851440000000004
3.12,0.36668952456662957,0.18568121693301765,9.8,0.0283170632672287,0.0026801847177168737,0.015,0.7084382925973748,0.35211201610192233,48.15818
3.13,0.3673812333926596,0.186109426147201,9.8,0.028365548139458827,0.0026875008743111797,0.015,0.7149254799560201,0.35533584716404615,48.465900000000005
3.14,0.368069899484778,0.1865367797988038,9.8,0.02841391575674446,0.002694809718405752,0.015,0.7214494743046139,0.3585783319041497,48.7746
3.15,0.36875553056147664,0.18696327959724113,9.8,0.02846216668485214,0.002702111257309432,0.015,0.7280103442062638,0.36183951297221306,49.08428
3.16,0.36943813438214407,0.18738892724851286,9.8,0.02851030148546344,0.0027094054983237627,0.015,0.7346081579213519,0.3651194329330013,49.39494
3.17,0.37011771874629973,0.18781372445521005,9.8,0.028558320716214204,0.0027166924487429835,0.015,0.7412429834083147,0.36841813426623504,49.706579999999995
3.18,0.3707942914928338,0.1882376729165222,9.8,0.0286062249307333,0.0027239721158540454,0.015,0.7479148883244269,0.3717356593667604,50.01919999999999
3.19,0.37146786049925096,0.18866077432824363,9.8,0.028654014678680926,0.0027312445069366175,0.015,0.7546239400265888,0.3750720505447186,50.3328
3.2,0.37213843368091865,0.1890830303827806,9.8,0.028701690505786456,0.002738509629263092,0.015,0.7613702055721189,0.3784273500257151,50.647380000000005
3.21,0.3728060189903207,0.18950444276915787,9.8,0.0287492529538858,0.0027457674900985885,0.015,0.7681537517195478,0.3818015999509885,50.96294000000001
3.22,0.37347062441631473,0.1899250131730256,9.8,0.028796702560958416,0.002753018096700972,0.015,0.7749746449294186,0.38519484237757917,51.279480000000014
3.23,0.37413225798339517,0.19034474327666584,9.8,0.028844039861163732,0.0027602614563208474,0.015,0.7818329513650877,0.3886071192784975,51.597000000000016
3.24,0.3747909277509601,0.1907636347589997,9.8,0.028891265384877327,0.0027674975762015763,0.015,0.7887287368935317,0.39203847254289176,51.91550000000002
3.25,0.3754466418125836,0.1911816892955936,9.8,0.028938379658726508,0.0027747264635792778,0.015,0.7956620670861572,0.39548894397621553,52.23498000000002
3.2600000000000002,0.3760994082952923,0.1915989085586663,9.8,0.028985383205625583,0.002781948125682843,0.015,0.8026330072196121,0.39895857530039525,52.555440000000026
3.27,0.37674923535884725,0.1920152942170953,9.8,0.02903227654481066,0.0027891625697339297,0.015,0.8096416222766029,0.4024474081539966,52.87688000000003
3.2800000000000002,0.37739613119503024,0.1924308479364239,9.8,0.02907906019187411,0.0027963698029469875,0.015,0.8166879769467131,0.4059554840923916,53.19930000000003
3.29,0.3780401040269349,0.19284557137886746,9.8,0.029125734658798513,0.0028035698325292457,0.015,0.8237721356272262,0.4094828445879246,53.522700000000036
3.3000000000000003,0.37868116210826314,0.19325946620332035,9.8,0.02917230045399034,0.0028107626656807385,0.015,0.8308941624239501,0.41302953103007783,53.847080000000034
3.31,0.3793193137226259,0.19367253406536236,9.8,0.02921875808231313,0.002817948309594297,0.015,0.8380541211520462,0.4165955847256376,54.17244000000004
3.3200000000000003,0.3799545671828492,0.1940847766172656,9.8,0.029265108045120378,0.0028251267714555672,0.015,0.8452520753368606,0.4201810468988591,54.49878000000003
3.33,0.380586930830285,0.19449619550800068,9.8,0.02931135084028797,0.0028322980584430104,0.015,0.8524880882147581,0.42378595869163144,54.82610000000003
3.34,0.38121641303412673,0.19490679238324382,9.8,0.02935748696224627,0.002839462177727915,0.015,0.859762222733959,0.42741036116364206,55.15440000000003
3.35,0.3818430221907304,0.19531656888538304,9.8,0.02940351690201185,0.002846619136474401,0.015,0.8670745415553788,0.43105429529254125,55.483680000000035
3.36,0.38246676672293994,0.19572552665352486,9.8,0.02944944114721886,0.0028537689418394276,0.015,0.8744251070534709,0.4347178019741058,55.81394000000003
3.37,0.3830876550794178,0.196133667323501,9.8,0.029495260182149978,0.0028609116009727996,0.015,0.881813981317071,0.4384009220224027,56.14518000000003
3.38,0.3837056957339809,0.19654099252787455,9.8,0.029540974487767095,0.0028680471210171775,0.015,0.8892412261502446,0.4421036961699524,56.477400000000024
3.39,0.3843208971849409,0.19694750389594692,9.8,0.029586584541741602,0.0028751755091080823,0.015,0.8967069030731366,0.44582616506789163,56.81060000000003
3.4,0.38493326795445015,0.1973532030537642,9.8,0.02963209081848431,0.0028822967723739035,0.015,0.904211073322824,0.44956836928613636,57.14478000000004
3.41,0.3855428165878522,0.19775809162412342,9.8,0.029677493789175093,0.002889410917935903,0.015,0.9117537978541703,0.45333034931354343,57.47994000000004
3.42,0.38614955165303744,0.19816217122657953,9.8,0.029722793921792137,0.0028965179529082275,0.015,0.9193351373406818,0.4571121455580731,57.81608000000005
3.43,0.3867534817398038,0.19856544347745145,9.8,0.029767991681140887,0.0029036178843979132,0.015,0.9269551521753674,0.46091379834695057,58.153200000000055
3.44,0.38735461545922273,0.1989679099898287,9.8,0.02981308752888267,0.002910710719504893,0.015,0.9346139024715988,0.464735347926827,58.49130000000006
3.45,0.38795296144300967,0.19936957237357783,9.8,0.029858081923562978,0.002917796465322,0.015,0.9423114480639747,0.4685768344639408,58.83038000000006
3.46,0.3885485283429004,0.19977043223534896,9.8,0.029902975320639454,0.002924875128934983,0.015,0.9500478485091847,0.4724382980442781,59.17044000000006
3.47,0.3891413248300312,0.20017049117858204,9.8,0.02994776817250955,0.0029319467174225055,0.015,0.9578231630868776,0.4763197786737333,59.51148000000006
3.48,0.389731359594326,0.2005697508035134,9.8,0.029992460928537877,0.0029390112378561563,0.015,0.9656374508005303,0.48022131627826886,59.85350000000007
3.49,0.390318641343886,0.2009682127071821,9.8,0.03003705403508326,0.002946068697300457,0.015,0.9734907703783172,0.48414295070407515,60.19650000000007
3.5,0.3909031788043871,0.20136587848343623,9.8,0.030081547935525484,0.0029531191028128656,0.015,0.9813831802739845,0.48808472171772976,60.54048000000007
3.5100000000000002,0.3914849807184802,0.20176274972293948,9.8,0.03012594307029174,0.0029601624614437917,0.015,0.9893147386677237,0.4920466690063567,60.885440000000074
3.52,0.39206405584519805,0.20215882801317725,9.8,0.030170239876882797,0.002967198780236591,0.015,0.9972855034670474,0.49602883217778493,61.23138000000007
3.5300000000000002,0.39264041295936625,0.20255411493846331,9.8,0.030214438789898854,0.0029742280662275857,0.015,1.0052955323076669,0.500031250760707,61.57830000000008
3.54,0.3932140608510198,0.20294861207994586,9.8,0.03025854024106513,0.00298125032644606,0.015,1.0133448825543716,0.5040539642048371,61.92620000000007
3.5500000000000003,0.39378500832482444,0.20334232101561397,9.8,0.030302544659257184,0.0029882655679142767,0.015,1.021433611301909,0.5080970118810686,62.275080000000074
3.56,0.3943532641995035,0.20373524332030402,9.8,0.0303464524705259,0.0029952737976474764,0.015,1.029561775375866,0.5121604330816323,62.62494000000007
3.5700000000000003,0.39491883730726923,0.20412738056570554,9.8,0.030390264098122267,0.0030022750226538896,0.015,1.0377294313335539,0.5162442670202525,62.97578000000007
3.58,0.39548173649325963,0.20451873432036824,9.8,0.03043397996252187,0.003009269249934744,0.015,1.0459366354648911,0.5203485528323047,63.32760000000007
3.59,0.3960419706149801,0.2049093061497075,9.8,0.030477600481449076,0.0030162564864842645,0.015,1.0541834437932898,0.5244733295749721,63.68040000000008
3.6,0.39659954854175045,0.20529909761601137,9.8,0.030521126069900983,0.0030232367392896897,0.015,1.0624699120765428,0.5286186362274009,64.03418000000008
3.61,0.3971544791541563,0.205688110278446,9.8,0.03056455714017114,0.003030210015331273,0.015,1.0707960958077112,0.5327845116908576,64.38894000000009
3.62,0.3977067713435067,0.20607634569306274,9.8,0.03060789410187295,0.003037176321582291,0.015,1.0791620502160137,0.5369709947888835,64.74468000000009
3.63,0.39825643401129524,0.2064638054128036,9.8,0.030651137361962854,0.003044135665009049,0.015,1.0875678302677174,0.5411781242674508,65.1014000000001
3.64,0.39880347606866756,0.2068504909875081,9.8,0.03069428732476328,0.003051088052570894,0.015,1.096013490667028,0.5454059387951168,65.4591000000001
3.65,0.39934790643589313,0.207236403963919,9.8,0.0307373443919853,0.003058033491220211,0.015,1.1044990858569823,0.5496544769631793,65.8177800000001
